code,lat,lng
431020705000051,-28.40271295099063,-53.915013774806653
431417505000006,-31.839786847043698,-53.512271381442787
431490205001209,-30.133251308546889,-51.1943814575797
430210505000185,-29.16211152522456,-51.488354841930061
430340005000016,-27.247365668147157,-53.457773138099526
430060405020032,-29.985278999412561,-51.078053412019322
430440805000082,-29.37246813769864,-50.805319526691164
430410135000001,-28.893205878085144,-52.973397504584426
431990105000140,-29.626741930320033,-50.987209588262893
431440760000009,-31.390300070673231,-52.499767167836751
431840805000035,-29.98078039946574,-51.762757870690606
430047105000004,-28.108070244701498,-52.973904187911721
430620505000044,-29.484187965395471,-52.04614099088667
430460605000367,-29.91811781479381,-51.135334149042436
431100705000051,-32.429501334355166,-53.090738495916604
431760805000063,-29.835696660059824,-50.519032005186816
430460605000159,-29.966202086035143,-51.198591076948787
430130510000003,-32.212622711277987,-53.232493838054886
430700505000161,-27.631380324744484,-52.246543575997009
431670905000017,-28.363324464499222,-53.245165923284617
431750905150007,-28.306699008480688,-54.251836416353228
432080005000055,-28.801329324846026,-52.503681508838575
432300205000154,-30.074555408435504,-51.033273243402554
431490205002971,-30.088567229105116,-51.239282454730741
432300205000038,-30.082544450473765,-51.042183856047586
430210505000214,-29.172127543119995,-51.513417123793921
430460605000585,-29.882644879147254,-51.167796261575866
430820105000065,-29.015644931107023,-51.174750089188649
431740005000036,-29.202708599529245,-54.878977833827726
432085905000012,-29.703162118232921,-51.73359407651526
432240005000133,-29.790647041501021,-57.110432519418552
431490205001385,-30.015631593778973,-51.202075473251341
432085905000018,-29.693342230006202,-51.726017365049586
430460605000498,-29.938655777064668,-51.164116125122341
430850805000042,-27.355656744614532,-53.3984143982951
431020705000092,-28.389494263249734,-53.9272282654503
430047115000002,-28.060002796071583,-52.97157481000648
430210505000096,-29.169880360042569,-51.4750031105331
430510805120023,-29.138975276043109,-51.196597128132019
430510805120028,-29.136006551528538,-51.185492210392816
431440705200029,-31.773157714040828,-52.324660003688066
430160205000039,-31.338022078746718,-54.095743187630447
430350915000002,-30.956087998779836,-51.737625399379375
431490205002053,-30.030736070053248,-51.10444691084659
431600605000002,-29.652659268381271,-50.578645244324306
432000805000187,-29.822938209572364,-51.154471416646523
432145105000027,-29.445409800064752,-51.798459905813004
430310305000068,-29.913879164757208,-51.08631323902889
431020705000114,-28.384796883539508,-53.939529683763922
431440705200032,-31.7771841435588,-52.323261828963538
431454805000003,-29.106796926618632,-51.430494422952528
431036305000018,-29.357452996550922,-51.789033620097847
430468905000004,-29.70253729329594,-51.329722316031763
430510805200058,-29.18109378137428,-51.161443449711669
431140305000164,-29.47939144603097,-51.994319714402508
431340905000684,-29.719858870068251,-51.134623097253275
430350905000092,-30.836180368041415,-51.821426689191888
431990105000135,-29.661333205637234,-51.002295184913393
432260815000006,-29.372459668689078,-52.399596337606319
430450705000055,-31.389697592143222,-52.67843704546172
430390505000089,-29.655714169879417,-51.074926649337904
